,Modulus of elasticity - inner (GPa),Modulus of elasticity - Outer (GPa),Axial load (kN),Friction Coefficient,Total number of snaking,Global snaking length (m),Maximum snaking amplitude (m),Image file name
1041,0.18,0.07,8,40.0,8,27.45,2.17597,Snaking_E1_4_E2_0_Fric_8_load_1.tif
1042,0.18,0.07,10,40.0,9,36.84,2.12265,Snaking_E1_4_E2_0_Fric_8_load_2.tif
1043,0.18,0.07,12,40.0,6,39.14,2.60102,Snaking_E1_4_E2_0_Fric_8_load_3.tif
1044,0.18,0.07,14,40.0,9,42.54,2.37373,Snaking_E1_4_E2_0_Fric_8_load_4.tif
1045,0.18,0.07,6,45.0,4,6.45,0.363021,Snaking_E1_4_E2_0_Fric_9_load_0.tif
1046,0.18,0.07,8,45.0,7,20.93,1.58671,Snaking_E1_4_E2_0_Fric_9_load_1.tif
1047,0.18,0.07,10,45.0,9,35.26,2.46245,Snaking_E1_4_E2_0_Fric_9_load_2.tif
1048,0.18,0.07,12,45.0,7,41.6,2.85688,Snaking_E1_4_E2_0_Fric_9_load_3.tif
1049,0.18,0.07,14,45.0,9,44.81,5.32985,Snaking_E1_4_E2_0_Fric_9_load_4.tif
1050,0.18,0.08,6,0.01,2,1.97,0.24621700000000002,Snaking_E1_4_E2_1_Fric_0_load_0.tif
1051,0.18,0.08,8,0.01,10,25.84,1.1114600000000001,Snaking_E1_4_E2_1_Fric_0_load_1.tif
1052,0.18,0.08,10,0.01,6,35.16,2.50713,Snaking_E1_4_E2_1_Fric_0_load_2.tif
1053,0.18,0.08,12,0.01,10,40.92,3.81947,Snaking_E1_4_E2_1_Fric_0_load_3.tif
1054,0.18,0.08,14,0.01,9,41.57,3.00905,Snaking_E1_4_E2_1_Fric_0_load_4.tif
1055,0.18,0.08,6,5.0,4,6.93,0.384302,Snaking_E1_4_E2_1_Fric_1_load_0.tif
1056,0.18,0.08,8,5.0,8,26.91,1.84349,Snaking_E1_4_E2_1_Fric_1_load_1.tif
1057,0.18,0.08,10,5.0,9,31.33,1.9304700000000001,Snaking_E1_4_E2_1_Fric_1_load_2.tif
1058,0.18,0.08,12,5.0,7,41.09,2.99397,Snaking_E1_4_E2_1_Fric_1_load_3.tif
1059,0.18,0.08,14,5.0,5,23.52,3.27542,Snaking_E1_4_E2_1_Fric_1_load_4.tif
1060,0.18,0.08,6,10.0,2,1.97,0.266919,Snaking_E1_4_E2_1_Fric_2_load_0.tif
1061,0.18,0.08,8,10.0,6,17.97,1.27915,Snaking_E1_4_E2_1_Fric_2_load_1.tif
1062,0.18,0.08,10,10.0,5,19.96,2.0549,Snaking_E1_4_E2_1_Fric_2_load_2.tif
1063,0.18,0.08,12,10.0,7,43.57,2.33702,Snaking_E1_4_E2_1_Fric_2_load_3.tif
1064,0.18,0.08,14,10.0,6,44.06,3.68634,Snaking_E1_4_E2_1_Fric_2_load_4.tif
1065,0.18,0.08,6,15.0,4,6.41,0.364332,Snaking_E1_4_E2_1_Fric_3_load_0.tif
1066,0.18,0.08,8,15.0,8,26.9,1.7779200000000002,Snaking_E1_4_E2_1_Fric_3_load_1.tif
1067,0.18,0.08,10,15.0,6,35.86,2.63184,Snaking_E1_4_E2_1_Fric_3_load_2.tif
1068,0.18,0.08,12,15.0,8,38.0,3.05387,Snaking_E1_4_E2_1_Fric_3_load_3.tif
1069,0.18,0.08,14,15.0,13,48.14,3.29538,Snaking_E1_4_E2_1_Fric_3_load_4.tif
1070,0.18,0.08,6,20.0,2,1.96,0.239892,Snaking_E1_4_E2_1_Fric_4_load_0.tif
1071,0.18,0.08,8,20.0,8,23.97,2.03797,Snaking_E1_4_E2_1_Fric_4_load_1.tif
1072,0.18,0.08,10,20.0,6,34.34,2.6823799999999998,Snaking_E1_4_E2_1_Fric_4_load_2.tif
1073,0.18,0.08,12,20.0,6,42.0,2.64462,Snaking_E1_4_E2_1_Fric_4_load_3.tif
1074,0.18,0.08,14,20.0,11,46.02,3.15116,Snaking_E1_4_E2_1_Fric_4_load_4.tif
1075,0.18,0.08,6,25.0,5,9.38,0.3898,Snaking_E1_4_E2_1_Fric_5_load_0.tif
1076,0.18,0.08,8,25.0,8,22.41,1.59616,Snaking_E1_4_E2_1_Fric_5_load_1.tif
1077,0.18,0.08,10,25.0,5,32.27,2.60829,Snaking_E1_4_E2_1_Fric_5_load_2.tif
1078,0.18,0.08,12,25.0,6,27.05,2.3855,Snaking_E1_4_E2_1_Fric_5_load_3.tif
1079,0.18,0.08,14,25.0,6,40.04,3.49145,Snaking_E1_4_E2_1_Fric_5_load_4.tif
1080,0.18,0.08,6,30.0,4,6.94,0.356001,Snaking_E1_4_E2_1_Fric_6_load_0.tif
1081,0.18,0.08,8,30.0,7,18.99,2.0897900000000003,Snaking_E1_4_E2_1_Fric_6_load_1.tif
1082,0.18,0.08,10,30.0,10,35.24,2.9184,Snaking_E1_4_E2_1_Fric_6_load_2.tif
1083,0.18,0.08,12,30.0,11,42.0,2.7816,Snaking_E1_4_E2_1_Fric_6_load_3.tif
1084,0.18,0.08,14,30.0,4,21.53,3.37246,Snaking_E1_4_E2_1_Fric_6_load_4.tif
1085,0.18,0.08,6,35.0,4,6.43,0.321203,Snaking_E1_4_E2_1_Fric_7_load_0.tif
1086,0.18,0.08,8,35.0,9,25.44,1.67956,Snaking_E1_4_E2_1_Fric_7_load_1.tif
1087,0.18,0.08,10,35.0,10,34.75,2.69956,Snaking_E1_4_E2_1_Fric_7_load_2.tif
1088,0.18,0.08,12,35.0,6,26.57,3.2598700000000003,Snaking_E1_4_E2_1_Fric_7_load_3.tif
1089,0.18,0.08,14,35.0,8,44.03,5.36295,Snaking_E1_4_E2_1_Fric_7_load_4.tif
1090,0.18,0.08,6,40.0,4,6.44,0.387148,Snaking_E1_4_E2_1_Fric_8_load_0.tif
1091,0.18,0.08,8,40.0,8,26.91,1.8192700000000002,Snaking_E1_4_E2_1_Fric_8_load_1.tif
1092,0.18,0.08,10,40.0,6,30.76,2.7671099999999997,Snaking_E1_4_E2_1_Fric_8_load_2.tif
1093,0.18,0.08,12,40.0,8,38.36,4.07728,Snaking_E1_4_E2_1_Fric_8_load_3.tif
1094,0.18,0.08,14,40.0,9,41.44,5.48296,Snaking_E1_4_E2_1_Fric_8_load_4.tif
1095,0.18,0.08,6,45.0,4,6.94,0.36023499999999997,Snaking_E1_4_E2_1_Fric_9_load_0.tif
1096,0.18,0.08,8,45.0,9,26.84,1.06312,Snaking_E1_4_E2_1_Fric_9_load_1.tif
1097,0.18,0.08,10,45.0,7,35.77,2.11037,Snaking_E1_4_E2_1_Fric_9_load_2.tif
1098,0.18,0.08,12,45.0,6,37.54,2.75763,Snaking_E1_4_E2_1_Fric_9_load_3.tif
1099,0.18,0.08,14,45.0,11,43.42,3.15784,Snaking_E1_4_E2_1_Fric_9_load_4.tif
1100,0.18,0.09,6,0.01,3,4.45,0.28563099999999997,Snaking_E1_4_E2_2_Fric_0_load_0.tif
1101,0.18,0.09,8,0.01,9,25.42,1.2798,Snaking_E1_4_E2_2_Fric_0_load_1.tif
1102,0.18,0.09,10,0.01,9,33.08,1.63273,Snaking_E1_4_E2_2_Fric_0_load_2.tif
1103,0.18,0.09,12,0.01,8,37.19,2.52563,Snaking_E1_4_E2_2_Fric_0_load_3.tif
1104,0.18,0.09,14,0.01,7,33.73,2.91953,Snaking_E1_4_E2_2_Fric_0_load_4.tif
1105,0.18,0.09,6,5.0,2,1.96,0.23883200000000002,Snaking_E1_4_E2_2_Fric_1_load_0.tif
1106,0.18,0.09,8,5.0,6,15.95,1.6580400000000002,Snaking_E1_4_E2_2_Fric_1_load_1.tif
1107,0.18,0.09,10,5.0,10,35.25,2.53242,Snaking_E1_4_E2_2_Fric_1_load_2.tif
1108,0.18,0.09,12,5.0,5,37.47,2.667,Snaking_E1_4_E2_2_Fric_1_load_3.tif
1109,0.18,0.09,14,5.0,8,40.18,2.8546,Snaking_E1_4_E2_2_Fric_1_load_4.tif
1110,0.18,0.09,6,10.0,0,0.0,0.0,Snaking_E1_4_E2_2_Fric_2_load_0.tif
1111,0.18,0.09,8,10.0,8,21.37,1.32108,Snaking_E1_4_E2_2_Fric_2_load_1.tif
1112,0.18,0.09,10,10.0,9,36.33,1.94438,Snaking_E1_4_E2_2_Fric_2_load_2.tif
1113,0.18,0.09,12,10.0,6,37.94,3.6491,Snaking_E1_4_E2_2_Fric_2_load_3.tif
1114,0.18,0.09,14,10.0,6,38.79,3.66281,Snaking_E1_4_E2_2_Fric_2_load_4.tif
1115,0.18,0.09,6,15.0,4,6.44,0.35075100000000003,Snaking_E1_4_E2_2_Fric_3_load_0.tif
1116,0.18,0.09,8,15.0,7,23.79,1.29294,Snaking_E1_4_E2_2_Fric_3_load_1.tif
1117,0.18,0.09,10,15.0,8,33.31,2.74895,Snaking_E1_4_E2_2_Fric_3_load_2.tif
1118,0.18,0.09,12,15.0,4,17.96,2.5492,Snaking_E1_4_E2_2_Fric_3_load_3.tif
1119,0.18,0.09,14,15.0,8,46.69,3.9016800000000003,Snaking_E1_4_E2_2_Fric_3_load_4.tif
1120,0.18,0.09,6,20.0,4,6.43,0.30275100000000005,Snaking_E1_4_E2_2_Fric_4_load_0.tif
1121,0.18,0.09,8,20.0,9,26.89,1.07875,Snaking_E1_4_E2_2_Fric_4_load_1.tif
1122,0.18,0.09,10,20.0,9,32.63,1.67892,Snaking_E1_4_E2_2_Fric_4_load_2.tif
1123,0.18,0.09,12,20.0,8,38.39,3.4296699999999998,Snaking_E1_4_E2_2_Fric_4_load_3.tif
1124,0.18,0.09,14,20.0,6,48.69,2.8160000000000003,Snaking_E1_4_E2_2_Fric_4_load_4.tif
1125,0.18,0.09,6,25.0,0,0.0,0.0,Snaking_E1_4_E2_2_Fric_5_load_0.tif
1126,0.18,0.09,8,25.0,7,18.94,1.7520799999999999,Snaking_E1_4_E2_2_Fric_5_load_1.tif
1127,0.18,0.09,10,25.0,10,35.77,2.3322700000000003,Snaking_E1_4_E2_2_Fric_5_load_2.tif
1128,0.18,0.09,12,25.0,9,36.76,2.70439,Snaking_E1_4_E2_2_Fric_5_load_3.tif
1129,0.18,0.09,14,25.0,4,23.07,3.7694199999999998,Snaking_E1_4_E2_2_Fric_5_load_4.tif
1130,0.18,0.09,6,30.0,2,1.97,0.263351,Snaking_E1_4_E2_2_Fric_6_load_0.tif
1131,0.18,0.09,8,30.0,6,16.45,1.58944,Snaking_E1_4_E2_2_Fric_6_load_1.tif
1132,0.18,0.09,10,30.0,10,32.09,1.62347,Snaking_E1_4_E2_2_Fric_6_load_2.tif
1133,0.18,0.09,12,30.0,4,17.49,2.36701,Snaking_E1_4_E2_2_Fric_6_load_3.tif
1134,0.18,0.09,14,30.0,8,34.5,6.151680000000001,Snaking_E1_4_E2_2_Fric_6_load_4.tif
1135,0.18,0.09,6,35.0,2,2.46,0.256178,Snaking_E1_4_E2_2_Fric_7_load_0.tif
1136,0.18,0.09,8,35.0,9,26.46,1.8089,Snaking_E1_4_E2_2_Fric_7_load_1.tif
1137,0.18,0.09,10,35.0,9,32.79,3.26593,Snaking_E1_4_E2_2_Fric_7_load_2.tif
1138,0.18,0.09,12,35.0,8,41.74,2.81671,Snaking_E1_4_E2_2_Fric_7_load_3.tif
1139,0.18,0.09,14,35.0,9,44.04,2.68532,Snaking_E1_4_E2_2_Fric_7_load_4.tif
1140,0.18,0.09,6,40.0,1,0.0,0.22072399999999998,Snaking_E1_4_E2_2_Fric_8_load_0.tif
1141,0.18,0.09,8,40.0,8,23.39,1.59511,Snaking_E1_4_E2_2_Fric_8_load_1.tif
1142,0.18,0.09,10,40.0,10,34.64,2.67395,Snaking_E1_4_E2_2_Fric_8_load_2.tif
1143,0.18,0.09,12,40.0,6,38.08,3.08529,Snaking_E1_4_E2_2_Fric_8_load_3.tif
1144,0.18,0.09,14,40.0,8,45.18,3.3088800000000003,Snaking_E1_4_E2_2_Fric_8_load_4.tif
1145,0.18,0.09,6,45.0,4,6.95,0.380329,Snaking_E1_4_E2_2_Fric_9_load_0.tif
1146,0.18,0.09,8,45.0,6,15.94,1.61798,Snaking_E1_4_E2_2_Fric_9_load_1.tif
1147,0.18,0.09,10,45.0,9,34.83,2.3744099999999997,Snaking_E1_4_E2_2_Fric_9_load_2.tif
1148,0.18,0.09,12,45.0,9,38.9,2.49933,Snaking_E1_4_E2_2_Fric_9_load_3.tif
1149,0.18,0.09,14,45.0,10,42.96,2.9150099999999997,Snaking_E1_4_E2_2_Fric_9_load_4.tif
1150,0.18,0.1,6,0.01,2,1.96,0.251652,Snaking_E1_4_E2_3_Fric_0_load_0.tif
1151,0.18,0.1,8,0.01,10,26.33,0.8634360000000001,Snaking_E1_4_E2_3_Fric_0_load_1.tif
1152,0.18,0.1,10,0.01,7,31.25,2.65912,Snaking_E1_4_E2_3_Fric_0_load_2.tif
1153,0.18,0.1,12,0.01,7,29.64,2.99724,Snaking_E1_4_E2_3_Fric_0_load_3.tif
1154,0.18,0.1,14,0.01,4,20.54,2.89628,Snaking_E1_4_E2_3_Fric_0_load_4.tif
1155,0.18,0.1,6,5.0,0,0.0,0.0,Snaking_E1_4_E2_3_Fric_1_load_0.tif
1156,0.18,0.1,8,5.0,7,22.83,1.34562,Snaking_E1_4_E2_3_Fric_1_load_1.tif
1157,0.18,0.1,10,5.0,10,34.21,2.14467,Snaking_E1_4_E2_3_Fric_1_load_2.tif
1158,0.18,0.1,12,5.0,7,26.12,2.66693,Snaking_E1_4_E2_3_Fric_1_load_3.tif
1159,0.18,0.1,14,5.0,4,20.51,2.89281,Snaking_E1_4_E2_3_Fric_1_load_4.tif
1160,0.18,0.1,6,10.0,0,0.0,0.0,Snaking_E1_4_E2_3_Fric_2_load_0.tif
1161,0.18,0.1,8,10.0,7,18.39,0.85593,Snaking_E1_4_E2_3_Fric_2_load_1.tif
1162,0.18,0.1,10,10.0,10,31.99,1.37909,Snaking_E1_4_E2_3_Fric_2_load_2.tif
1163,0.18,0.1,12,10.0,7,33.71,3.21212,Snaking_E1_4_E2_3_Fric_2_load_3.tif
1164,0.18,0.1,14,10.0,7,41.95,3.3735800000000005,Snaking_E1_4_E2_3_Fric_2_load_4.tif
1165,0.18,0.1,6,15.0,3,3.94,0.29085,Snaking_E1_4_E2_3_Fric_3_load_0.tif
1166,0.18,0.1,8,15.0,8,23.36,1.06659,Snaking_E1_4_E2_3_Fric_3_load_1.tif
1167,0.18,0.1,10,15.0,10,32.04,1.7809599999999999,Snaking_E1_4_E2_3_Fric_3_load_2.tif
1168,0.18,0.1,12,15.0,11,36.27,2.08257,Snaking_E1_4_E2_3_Fric_3_load_3.tif
1169,0.18,0.1,14,15.0,8,44.56,2.39292,Snaking_E1_4_E2_3_Fric_3_load_4.tif
1170,0.18,0.1,6,20.0,0,0.0,0.0,Snaking_E1_4_E2_3_Fric_4_load_0.tif
1171,0.18,0.1,8,20.0,9,24.39,1.21187,Snaking_E1_4_E2_3_Fric_4_load_1.tif
1172,0.18,0.1,10,20.0,6,32.27,2.65687,Snaking_E1_4_E2_3_Fric_4_load_2.tif
1173,0.18,0.1,12,20.0,8,42.97,4.4476,Snaking_E1_4_E2_3_Fric_4_load_3.tif
1174,0.18,0.1,14,20.0,4,27.17,2.79956,Snaking_E1_4_E2_3_Fric_4_load_4.tif
1175,0.18,0.1,6,25.0,2,1.97,0.26566100000000004,Snaking_E1_4_E2_3_Fric_5_load_0.tif
1176,0.18,0.1,8,25.0,8,24.01,1.9006900000000002,Snaking_E1_4_E2_3_Fric_5_load_1.tif
1177,0.18,0.1,10,25.0,9,31.49,1.9849299999999999,Snaking_E1_4_E2_3_Fric_5_load_2.tif
1178,0.18,0.1,12,25.0,7,36.23,3.69564,Snaking_E1_4_E2_3_Fric_5_load_3.tif
1179,0.18,0.1,14,25.0,8,43.46,2.63574,Snaking_E1_4_E2_3_Fric_5_load_4.tif
1180,0.18,0.1,6,30.0,2,1.96,0.23371399999999998,Snaking_E1_4_E2_3_Fric_6_load_0.tif
1181,0.18,0.1,8,30.0,8,23.47,1.9509999999999998,Snaking_E1_4_E2_3_Fric_6_load_1.tif
1182,0.18,0.1,10,30.0,7,33.75,1.82595,Snaking_E1_4_E2_3_Fric_6_load_2.tif
1183,0.18,0.1,12,30.0,8,38.44,2.82627,Snaking_E1_4_E2_3_Fric_6_load_3.tif
1184,0.18,0.1,14,30.0,8,36.25,2.79213,Snaking_E1_4_E2_3_Fric_6_load_4.tif
1185,0.18,0.1,6,35.0,1,0.0,0.24462199999999998,Snaking_E1_4_E2_3_Fric_7_load_0.tif
1186,0.18,0.1,8,35.0,8,21.91,1.50338,Snaking_E1_4_E2_3_Fric_7_load_1.tif
1187,0.18,0.1,10,35.0,6,34.19,1.81195,Snaking_E1_4_E2_3_Fric_7_load_2.tif
1188,0.18,0.1,12,35.0,4,17.51,2.37151,Snaking_E1_4_E2_3_Fric_7_load_3.tif
1189,0.18,0.1,14,35.0,11,45.53,3.04795,Snaking_E1_4_E2_3_Fric_7_load_4.tif
1190,0.18,0.1,6,40.0,2,2.45,0.257156,Snaking_E1_4_E2_3_Fric_8_load_0.tif
1191,0.18,0.1,8,40.0,7,22.87,1.26785,Snaking_E1_4_E2_3_Fric_8_load_1.tif
1192,0.18,0.1,10,40.0,7,30.76,2.40561,Snaking_E1_4_E2_3_Fric_8_load_2.tif
1193,0.18,0.1,12,40.0,10,38.72,1.97202,Snaking_E1_4_E2_3_Fric_8_load_3.tif
1194,0.18,0.1,14,40.0,9,41.99,2.8324700000000003,Snaking_E1_4_E2_3_Fric_8_load_4.tif
1195,0.18,0.1,6,45.0,0,0.0,0.0,Snaking_E1_4_E2_3_Fric_9_load_0.tif
1196,0.18,0.1,8,45.0,9,25.91,1.57512,Snaking_E1_4_E2_3_Fric_9_load_1.tif
1197,0.18,0.1,10,45.0,7,35.32,2.52875,Snaking_E1_4_E2_3_Fric_9_load_2.tif
1198,0.18,0.1,12,45.0,10,39.98,2.06082,Snaking_E1_4_E2_3_Fric_9_load_3.tif
1199,0.18,0.1,14,45.0,6,46.18,4.68579,Snaking_E1_4_E2_3_Fric_9_load_4.tif
1200,0.18,0.15,6,0.01,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_0_load_0.tif
1201,0.18,0.15,8,0.01,6,15.93,1.34581,Snaking_E1_4_E2_4_Fric_0_load_1.tif
1202,0.18,0.15,10,0.01,7,32.16,2.11686,Snaking_E1_4_E2_4_Fric_0_load_2.tif
1203,0.18,0.15,12,0.01,5,39.38,3.0714099999999998,Snaking_E1_4_E2_4_Fric_0_load_3.tif
1204,0.18,0.15,14,0.01,7,43.98,3.46273,Snaking_E1_4_E2_4_Fric_0_load_4.tif
1205,0.18,0.15,6,5.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_1_load_0.tif
1206,0.18,0.15,8,5.0,5,11.93,0.9300719999999999,Snaking_E1_4_E2_4_Fric_1_load_1.tif
1207,0.18,0.15,10,5.0,10,34.05,2.25007,Snaking_E1_4_E2_4_Fric_1_load_2.tif
1208,0.18,0.15,12,5.0,8,40.2,3.3843300000000003,Snaking_E1_4_E2_4_Fric_1_load_3.tif
1209,0.18,0.15,14,5.0,6,42.46,3.0398400000000003,Snaking_E1_4_E2_4_Fric_1_load_4.tif
1210,0.18,0.15,6,10.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_2_load_0.tif
1211,0.18,0.15,8,10.0,6,14.36,0.652071,Snaking_E1_4_E2_4_Fric_2_load_1.tif
1212,0.18,0.15,10,10.0,9,32.9,1.57481,Snaking_E1_4_E2_4_Fric_2_load_2.tif
1213,0.18,0.15,12,10.0,7,33.12,2.5822599999999998,Snaking_E1_4_E2_4_Fric_2_load_3.tif
1214,0.18,0.15,14,10.0,5,26.08,3.17865,Snaking_E1_4_E2_4_Fric_2_load_4.tif
1215,0.18,0.15,6,15.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_3_load_0.tif
1216,0.18,0.15,8,15.0,6,15.9,1.2587700000000002,Snaking_E1_4_E2_4_Fric_3_load_1.tif
1217,0.18,0.15,10,15.0,7,32.15,2.40334,Snaking_E1_4_E2_4_Fric_3_load_2.tif
1218,0.18,0.15,12,15.0,7,40.71,2.34599,Snaking_E1_4_E2_4_Fric_3_load_3.tif
1219,0.18,0.15,14,15.0,5,26.63,3.24535,Snaking_E1_4_E2_4_Fric_3_load_4.tif
1220,0.18,0.15,6,20.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_4_load_0.tif
1221,0.18,0.15,8,20.0,5,12.9,0.9281459999999999,Snaking_E1_4_E2_4_Fric_4_load_1.tif
1222,0.18,0.15,10,20.0,9,31.42,1.98501,Snaking_E1_4_E2_4_Fric_4_load_2.tif
1223,0.18,0.15,12,20.0,8,39.77,3.3129199999999996,Snaking_E1_4_E2_4_Fric_4_load_3.tif
1224,0.18,0.15,14,20.0,8,40.72,3.54532,Snaking_E1_4_E2_4_Fric_4_load_4.tif
1225,0.18,0.15,6,25.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_5_load_0.tif
1226,0.18,0.15,8,25.0,6,14.4,0.831699,Snaking_E1_4_E2_4_Fric_5_load_1.tif
1227,0.18,0.15,10,25.0,6,28.61,2.4491,Snaking_E1_4_E2_4_Fric_5_load_2.tif
1228,0.18,0.15,12,25.0,8,40.21,2.21936,Snaking_E1_4_E2_4_Fric_5_load_3.tif
1229,0.18,0.15,14,25.0,4,17.99,2.94404,Snaking_E1_4_E2_4_Fric_5_load_4.tif
1230,0.18,0.15,6,30.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_6_load_0.tif
1231,0.18,0.15,8,30.0,6,13.87,0.69991,Snaking_E1_4_E2_4_Fric_6_load_1.tif
1232,0.18,0.15,10,30.0,9,34.1,2.3849,Snaking_E1_4_E2_4_Fric_6_load_2.tif
1233,0.18,0.15,12,30.0,9,41.37,2.43035,Snaking_E1_4_E2_4_Fric_6_load_3.tif
1234,0.18,0.15,14,30.0,9,35.24,2.7690599999999996,Snaking_E1_4_E2_4_Fric_6_load_4.tif
1235,0.18,0.15,6,35.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_7_load_0.tif
1236,0.18,0.15,8,35.0,6,15.37,0.853,Snaking_E1_4_E2_4_Fric_7_load_1.tif
1237,0.18,0.15,10,35.0,6,24.09,2.32971,Snaking_E1_4_E2_4_Fric_7_load_2.tif
1238,0.18,0.15,12,35.0,8,40.25,2.79638,Snaking_E1_4_E2_4_Fric_7_load_3.tif
1239,0.18,0.15,14,35.0,7,45.53,4.8349400000000005,Snaking_E1_4_E2_4_Fric_7_load_4.tif
1240,0.18,0.15,6,40.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_8_load_0.tif
1241,0.18,0.15,8,40.0,6,14.38,0.6868310000000001,Snaking_E1_4_E2_4_Fric_8_load_1.tif
1242,0.18,0.15,10,40.0,9,31.6,2.19352,Snaking_E1_4_E2_4_Fric_8_load_2.tif
1243,0.18,0.15,12,40.0,9,40.09,2.47054,Snaking_E1_4_E2_4_Fric_8_load_3.tif
1244,0.18,0.15,14,40.0,8,41.39,3.68195,Snaking_E1_4_E2_4_Fric_8_load_4.tif
1245,0.18,0.15,6,45.0,0,0.0,0.0,Snaking_E1_4_E2_4_Fric_9_load_0.tif
1246,0.18,0.15,8,45.0,6,14.88,0.698715,Snaking_E1_4_E2_4_Fric_9_load_1.tif
1247,0.18,0.15,10,45.0,9,33.61,2.4972,Snaking_E1_4_E2_4_Fric_9_load_2.tif
1248,0.18,0.15,12,45.0,7,32.1,3.11496,Snaking_E1_4_E2_4_Fric_9_load_3.tif
1249,0.18,0.15,14,45.0,10,43.37,2.6352900000000004,Snaking_E1_4_E2_4_Fric_9_load_4.tif
